ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a Public School based table with the following filters applied: State(s) (All Years): WEST VIRGINIA

School Name,State Name [Public School] Latest available year,School ID (7-digit) – NCES Assigned [Public School] 2024-25,School ID (7-digit) – NCES Assigned [Public School] 2023-24,School ID (7-digit) – NCES Assigned [Public School] 2022-23,School ID (7-digit) – NCES Assigned [Public School] 2021-22,School ID (7-digit) – NCES Assigned [Public School] 2020-21,School ID (7-digit) – NCES Assigned [Public School] 2019-20,School ID (7-digit) – NCES Assigned [Public School] 2018-19,School ID (7-digit) – NCES Assigned [Public School] 2017-18,School ID (7-digit) – NCES Assigned [Public School] 2016-17,School ID (7-digit) – NCES Assigned [Public School] 2015-16,School ID (7-digit) – NCES Assigned [Public School] 2014-15,School Name [Public School] 2024-25,Agency Name [Public School] 2024-25,County Name [Public School] 2024-25,Start of Year Status [Public School] 2024-25,Start of Year Status [Public School] 2023-24,Start of Year Status [Public School] 2022-23,Start of Year Status [Public School] 2021-22,Start of Year Status [Public School] 2020-21,Start of Year Status [Public School] 2019-20,Start of Year Status [Public School] 2018-19,Start of Year Status [Public School] 2017-18,Start of Year Status [Public School] 2016-17,Start of Year Status [Public School] 2015-16,Start of Year Status [Public School] 2014-15,Updated Status [Public School] 2024-25,Updated Status [Public School] 2023-24,Updated Status [Public School] 2022-23,Updated Status [Public School] 2021-22,Updated Status [Public School] 2020-21,Updated Status [Public School] 2019-20,Updated Status [Public School] 2018-19,Updated Status [Public School] 2017-18,Updated Status [Public School] 2016-17,Updated Status [Public School] 2015-16,Updated Status [Public School] 2014-15,Effective Date of Updated Status [Public School] 2024-25,Effective Date of Updated Status [Public School] 2023-24,Effective Date of Updated Status [Public School] 2022-23,Effective Date of Updated Status [Public School] 2021-22,Effective Date of Updated Status [Public School] 2020-21,Effective Date of Updated Status [Public School] 2019-20,Effective Date of Updated Status [Public School] 2018-19,Effective Date of Updated Status [Public School] 2017-18,Effective Date of Updated Status [Public School] 2016-17,Effective Date of Updated Status [Public School] 2015-16,Effective Date of Updated Status [Public School] 2014-15,Latitude [Public School] 2024-25,Latitude [Public School] 2023-24,Latitude [Public School] 2022-23,Latitude [Public School] 2021-22,Latitude [Public School] 2020-21,Latitude [Public School] 2019-20,Latitude [Public School] 2018-19,Latitude [Public School] 2017-18,Latitude [Public School] 2016-17,Latitude [Public School] 2015-16,Latitude [Public School] 2014-15,Longitude [Public School] 2024-25,Longitude [Public School] 2023-24,Longitude [Public School] 2022-23,Longitude [Public School] 2021-22,Longitude [Public School] 2020-21,Longitude [Public School] 2019-20,Longitude [Public School] 2018-19,Longitude [Public School] 2017-18,Longitude [Public School] 2016-17,Longitude [Public School] 2015-16,Longitude [Public School] 2014-15
ROANE COUNTY HIGH,West Virginia,5400666,5400666,5400666,5400666,5400666,5400666,5400666,5400666,5400666,5400666,5400666,Roane County High,Roane County Schools,Roane County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:17:33 ,38.773857,38.773857,38.773857,38.773857,38.773857,38.773857,38.773857,38.773857,38.773857,38.773857,38.773857,-81.366036,-81.366036,-81.366036,-81.366036,-81.366036,-81.366036,-81.366036,-81.366036,-81.366036,-81.366036,-81.366036
ROANE-JACKSON TECHNICAL CENTER,West Virginia,5401391,5401391,5401391,5401391,5401391,5401391,5401391,5401391,5401391,5401391,5401391,Roane-Jackson Technical Center,Jackson County Schools,Jackson County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:04 ,38.822439,38.822439,38.822439,38.822439,38.822439,38.822439,38.822439,38.822439,38.822439,38.822757,38.822031,-81.560956,-81.560956,-81.560956,-81.560956,-81.560956,-81.560956,-81.560956,-81.560956,-81.560956,-81.560494,-81.561190
ROANOKE ELEMENTARY SCHOOL,West Virginia,5400475,5400475,5400475,5400475,5400475,5400475,5400475,5400475,5400475,5400475,5400475,Roanoke Elementary School,Lewis County Schools,Lewis County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:51 ,38.921804,38.921804,38.921804,38.921804,38.921804,38.921804,38.921804,38.921804,38.921804,38.922027,38.922027,-80.509781,-80.509781,-80.509781,-80.509781,-80.509781,-80.509781,-80.509781,-80.509781,-80.509781,-80.509813,-80.509813
ROBERT C BYRD HIGH SCHOOL,West Virginia,5400320,5400320,5400320,5400320,5400320,5400320,5400320,5400320,5400320,5400320,5400320,Robert C Byrd High School,Harrison County Schools,Harrison County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:45 ,39.258598,39.258598,39.258598,39.258598,39.258598,39.258598,39.258598,39.258598,39.258598,39.265963,39.265963,-80.351657,-80.351657,-80.351657,-80.351657,-80.351657,-80.351657,-80.351657,-80.351657,-80.351657,-80.351613,-80.351613
ROBERT L. BLAND MIDDLE SCHOOL,West Virginia,5401459,5401459,5401459,5401459,5401459,5401459,5401459,5401459,5401459,5401459,5401459,Robert L. Bland Middle School,Lewis County Schools,Lewis County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:53 ,39.038940,39.038940,39.038940,39.038940,39.038940,39.038940,39.038940,39.038940,39.038940,39.038785,39.038785,-80.462101,-80.462101,-80.462101,-80.462101,-80.462101,-80.462101,-80.462101,-80.462101,-80.462101,-80.462206,-80.462206
ROBERT L. SHELL JUVENILE CENTER,West Virginia,†,†,†,†,5401234,5401234,5401234,5401234,5401234,5401234,5401234,†,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:55 ,†,†,†,†,38.418046,38.418046,38.418046,38.418046,38.418046,38.418046,38.418046,†,†,†,†,-82.291741,-82.291741,-82.291741,-82.291741,-82.291741,-82.291741,-82.291741
ROCK BRANCH ELEMENTARY SCHOOL,West Virginia,5400934,5400934,5400934,5400934,5400934,5400934,5400934,5400934,5400934,5400934,5400934,Rock Branch Elementary School,Putnam County Schools,Putnam County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:16:55 ,38.447630,38.447630,38.447630,38.447630,38.447630,38.447630,38.447630,38.447630,38.447630,38.447607,38.447607,-81.819257,-81.819257,-81.819257,-81.819257,-81.819257,-81.819257,-81.819257,-81.819257,-81.819257,-81.819008,-81.819008
ROCK CAVE ELEMENTARY,West Virginia,5401084,5401084,5401084,5401084,5401084,5401084,5401084,5401084,5401084,5401084,5401084,Rock Cave Elementary,Upshur County Schools,Upshur County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:17:44 ,38.844091,38.844091,38.844091,38.844091,38.844091,38.844091,38.844091,38.844091,38.844091,38.844091,38.843898,-80.332244,-80.332244,-80.332244,-80.332244,-80.332244,-80.332244,-80.332244,-80.332244,-80.332244,-80.332244,-80.332228
ROMNEY ELEMENTARY SCHOOL,West Virginia,†,5400251,5400251,5400251,5400251,5400251,5400251,5400251,5400251,5400251,5400251,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:20 ,†,39.343635,39.343635,39.343635,39.343635,39.343635,39.343635,39.343635,39.343635,39.343375,39.343375,†,-78.764654,-78.764654,-78.764654,-78.764654,-78.764654,-78.764654,-78.764654,-78.764654,-78.764646,-78.764646
ROMNEY MIDDLE SCHOOL,West Virginia,5400252,5400252,5400252,5400252,5400252,5400252,5400252,5400252,5400252,5400252,5400252,Romney Middle School,Hampshire County Schools,Hampshire County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:22 ,39.324157,39.324157,39.324157,39.324157,39.324157,39.324157,39.324157,39.324157,39.324157,39.324157,39.344512,-78.700796,-78.700796,-78.700796,-78.700796,-78.700796,-78.700796,-78.700796,-78.700796,-78.700796,-78.700796,-78.764018
RONALD C MULHOLLAND JUVENILE CENTER,West Virginia,†,†,†,†,5400967,5400967,5400967,5400967,5400967,5400967,5400967,†,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:52 ,†,†,†,†,40.071371,40.071371,40.071371,40.071371,40.069149,40.069149,40.069149,†,†,†,†,-80.721901,-80.721901,-80.721901,-80.721901,-80.721329,-80.721329,-80.721329
RONCEVERTE ELEMENTARY,West Virginia,5400239,5400239,5400239,5400239,5400239,5400239,5400239,5400239,5400239,5400239,5400239,Ronceverte Elementary,Greenbrier County Schools,Greenbrier County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:15 ,37.762565,37.762565,37.762565,37.762565,37.762565,37.762565,37.762565,37.762565,37.762565,37.762565,37.750856,-80.475821,-80.475821,-80.475821,-80.475821,-80.475821,-80.475821,-80.475821,-80.475821,-80.475821,-80.475821,-80.465297
ROOSEVELT ELEMENTARY SCHOOL,West Virginia,5400628,5400628,5400628,5400628,5400628,5400628,5400628,5400628,5400628,5400628,5400628,Roosevelt Elementary School,Mason County Schools,Mason County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:27 ,38.845809,38.845809,38.845809,38.845809,38.845809,38.845809,38.845809,38.845809,38.845809,38.845280,38.840176,-82.064721,-82.064721,-82.064721,-82.064721,-82.064721,-82.064721,-82.064721,-82.064721,-82.064721,-82.065826,-82.139040
ROSEDALE ELEMENTARY,West Virginia,†,†,†,†,†,5400205,5400205,5400205,5400205,5400205,5400205,†,†,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,†,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:00 ,†,†,†,†,†,37.998705,37.998705,37.998705,37.998420,37.998420,37.999565,†,†,†,†,†,-81.135322,-81.135322,-81.135322,-81.134921,-81.134921,-81.133358
ROSEMONT ELEMENTARY SCHOOL,West Virginia,5400031,5400031,5400031,5400031,5400031,5400031,5400031,5400031,5400031,5400031,5400031,Rosemont Elementary School,Berkeley County Schools,Berkeley County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:12:03 ,39.459182,39.459182,39.459182,39.459182,39.459182,39.459182,39.459182,39.459182,39.459182,39.459204,39.459204,-77.982183,-77.982183,-77.982183,-77.982183,-77.982183,-77.982183,-77.982183,-77.982183,-77.982183,-77.981964,-77.981964
ROWLESBURG SCHOOL,West Virginia,5401431,5401431,5401431,5401431,5401431,5401431,5401431,5401431,5401431,5401431,5401431,Rowlesburg School,Preston County Schools,Preston County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:16:44 ,39.356110,39.356110,39.356110,39.356110,39.356110,39.356110,39.356110,39.356110,39.356110,39.356110,39.166450,-79.686121,-79.686121,-79.686121,-79.686121,-79.686121,-79.686121,-79.686121,-79.686121,-79.686121,-79.686121,-79.702870
RUFFNER ELEMENTARY SCHOOL,West Virginia,5400440,5400440,5400440,5400440,5400440,5400440,5400440,5400440,5400440,5400440,5400440,Ruffner Elementary School,Kanawha County Schools,Kanawha County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:30 ,38.350219,38.350219,38.350219,38.350219,38.350219,38.350219,38.350219,38.350219,38.350219,38.350517,38.350517,-81.592221,-81.592221,-81.592221,-81.592221,-81.592221,-81.592221,-81.592221,-81.592221,-81.592221,-81.591936,-81.591936
RUPERT ELEMENTARY,West Virginia,5400240,5400240,5400240,5400240,5400240,5400240,5400240,5400240,5400240,5400240,5400240,Rupert Elementary,Greenbrier County Schools,Greenbrier County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:13 ,37.955816,37.955816,37.955816,37.955816,37.958847,37.958847,37.965189,37.965189,37.965189,37.964230,37.965523,-80.668513,-80.668513,-80.668513,-80.668513,-80.668294,-80.668294,-80.687312,-80.687312,-80.687312,-80.686859,-80.687698
RUTHLAWN ELEMENTARY SCHOOL,West Virginia,5400441,5400441,5400441,5400441,5400441,5400441,5400441,5400441,5400441,5400441,5400441,Ruthlawn Elementary School,Kanawha County Schools,Kanawha County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:31 ,38.322141,38.322141,38.322141,38.322141,38.322141,38.322141,38.322141,38.322141,38.322141,38.321821,38.322141,-81.720056,-81.720056,-81.720056,-81.720056,-81.720056,-81.720056,-81.720056,-81.720056,-81.720056,-81.719425,-81.720056
SAINT ALBANS HIGH SCHOOL,West Virginia,5400444,5400444,5400444,5400444,5400444,5400444,5400444,5400444,5400444,5400444,5400444,Saint Albans High School,Kanawha County Schools,Kanawha County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:46 ,38.379219,38.379219,38.379219,38.379219,38.379219,38.379219,38.379219,38.379219,38.379219,38.380561,38.380561,-81.812396,-81.812396,-81.812396,-81.812396,-81.812396,-81.812396,-81.812396,-81.812396,-81.812396,-81.813043,-81.813043
SALEM CORRECTIONAL CENTER - ADULT,WEST VIRGINIA,†,†,†,†,†,†,†,†,†,5401543,†,†,†,†,†,†,†,†,†,†,†,†,†,7-Future,†,†,†,†,†,†,†,†,†,†,7-Future,†,†,†,†,†,†,†,†,†,†,10/27/16           ,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
SALEM ELEMENTARY,West Virginia,5401230,5401230,5401230,5401230,5401230,5401230,5401230,5401230,5401230,5401230,5401230,Salem Elementary,Harrison County Schools,Harrison County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:39 ,39.285632,39.285632,39.285632,39.285632,39.285632,39.285632,39.285632,39.285632,39.285632,39.285632,39.285829,-80.577378,-80.577378,-80.577378,-80.577378,-80.577378,-80.577378,-80.577378,-80.577378,-80.577378,-80.577378,-80.577983
SALT ROCK ELEMENTARY SCHOOL,West Virginia,5400680,5400680,5400680,5400680,5400680,5400680,5400680,5400680,5400680,5400680,5400680,Salt Rock Elementary School,Cabell County Schools,Cabell County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:12:42 ,38.320984,38.320984,38.320984,38.320984,38.320984,38.320984,38.320984,38.320984,38.320984,38.320648,38.320648,-82.220910,-82.220910,-82.220910,-82.220910,-82.220910,-82.220910,-82.220910,-82.220910,-82.220910,-82.220871,-82.220871
SAM PERDUE JUVENILE CENTER,West Virginia,†,†,†,†,5400964,5400964,5400964,5400964,5400964,5400964,5400964,†,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:51 ,†,†,†,†,37.331686,37.331686,37.331686,37.331686,37.331637,37.331600,37.331600,†,†,†,†,-81.127456,-81.127456,-81.127456,-81.127456,-81.127456,-81.127421,-81.127421
SAND FORK ELEMENTARY,West Virginia,†,†,†,†,†,†,†,†,†,5400214,5400214,†,†,†,†,†,†,†,†,†,†,†,†,1-Open,1-Open,†,†,†,†,†,†,†,†,†,1-Open,1-Open,†,†,†,†,†,†,†,†,†,08/08/16           ,19FEB2015:10:13:07 ,†,†,†,†,†,†,†,†,†,38.913877,38.913877,†,†,†,†,†,†,†,†,†,-80.745844,-80.745844
SAND HILL ELEMENTARY SCHOOL,West Virginia,5400601,5400601,5400601,5400601,5400601,5400601,5400601,5400601,5400601,5400601,5400601,Sand Hill Elementary School,Marshall County Schools,Marshall County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:21 ,40.015830,40.015830,40.015830,40.015830,40.015830,40.015830,40.015830,40.015830,40.015830,40.015830,40.015878,-80.558591,-80.558591,-80.558591,-80.558591,-80.558591,-80.558591,-80.558591,-80.558591,-80.558591,-80.558591,-80.558497
SANDY RIVER MIDDLE SCHOOL,West Virginia,5401046,5401046,5401046,5401046,5401046,5401046,5401046,5401046,5401046,5401046,5401046,Sandy River Middle School,McDowell County Schools,McDowell County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:16:19 ,37.418535,37.418535,37.418535,37.418535,37.418535,37.418535,37.418535,37.418535,37.418535,37.418535,37.418535,-81.789548,-81.789548,-81.789548,-81.789548,-81.789548,-81.789548,-81.789548,-81.789548,-81.789548,-81.789548,-81.789548
SCOTT HIGH SCHOOL,West Virginia,5400049,5400049,5400049,5400049,5400049,5400049,5400049,5400049,5400049,5400049,5400049,Scott High School,Boone County Schools,Boone County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:12:22 ,38.073422,38.073422,38.073422,38.073422,38.073422,38.073422,38.073422,38.073422,38.073422,38.073422,38.073422,-81.830514,-81.830514,-81.830514,-81.830514,-81.830514,-81.830514,-81.830514,-81.830514,-81.830514,-81.830514,-81.830514
SCOTT TEAYS ELEMENTARY SCHOOL,West Virginia,5400935,5400935,5400935,5400935,5400935,5400935,5400935,5400935,5400935,5400935,5400935,Scott Teays Elementary School,Putnam County Schools,Putnam County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:16:55 ,38.448180,38.448180,38.448180,38.448180,38.448180,38.448180,38.448180,38.448180,38.448180,38.448106,38.448106,-81.910453,-81.910453,-81.910453,-81.910453,-81.910453,-81.910453,-81.910453,-81.910453,-81.910453,-81.910667,-81.910667
SHADY SPRING ELEMENTARY,West Virginia,5400979,5400979,5400979,5400979,5400979,5400979,5400979,5400979,5400979,5400979,5400979,Shady Spring Elementary,Raleigh County Schools,Raleigh County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:17:09 ,37.690592,37.690592,37.690592,37.690592,37.690592,37.690592,37.690592,37.690592,37.690592,37.703754,37.703754,-81.102203,-81.102203,-81.102203,-81.102203,-81.102203,-81.102203,-81.102203,-81.102203,-81.102203,-81.099872,-81.099872
